recorder_time	SPEED	TORQUE_20HZ	UI_VALUE_SET_CURRENT	Ierms	Irms_1	Irms_2	Irms_3	Urms_12	Urms_31	Urms_23	Pfact_D	Pin	PM	UI_VALUE_DCURRENT	UI_VALUE_QCURRENT	UI_VALUE_DVOLTAGE	UI_VALUE_QVOLTAGE	UI_VALUE_ANG_LOAD	UI_LINK_VOLTAGE	UI_VALUE_SET_ANGLE	UI_MAX_MOTOR_VOLTAGE	Ubat_m	Ibat_m	PFact_1	PFact_2	PFact_3	Pow1	Pow2	Pow3	Phi_ui1	Phi_ui2	Phi_ui3	Ufrms_1	Ufrms_2	Ufrms_3	UI_IGBT_Temp	Real_Time	UI_VALUE_SPEED	UI_VALUE_PLS_FRQ	
ms	rpm	Nm	A	A	A	A	A	V	V	V	-	kW	kW	A	A	V	V	?V	?V	V	-	-	-	-	kW	kW	kW	-	-	-	V	V	V	蚓	-	rpm	Hz	
108	-1000	0.42720	0.00	0.42	0.38	0.37	0.49	35.90	35.93	36.00	-0.2496	-0.0065	-0.0473	0.07	-0.11	0.01	37.07	-0.05	369.88	125.00	350.00	370.21	0.17	0.3880	-0.0768	0.3982	0.00	-0.00	0.00	34.15	-15.98	-48.83	20.71	20.76	20.77	29.91	135550	998.29	6000.00	
208	-1000	0.42583	0.00	0.43	0.35	0.42	0.51	35.92	35.94	36.01	-0.2577	-0.0070	-0.0450	0.01	-0.03	0.01	37.06	-0.95	369.82	125.00	350.00	370.30	0.57	0.2655	0.0529	0.4244	0.00	0.00	0.00	70.69	-61.84	-21.89	20.72	20.77	20.78	29.66	135550	998.60	6000.00	
308	-1000	0.43109	0.00	0.41	0.38	0.38	0.47	35.93	35.93	35.98	-0.2355	-0.0062	-0.0455	0.01	-0.01	0.01	37.04	-0.35	369.52	125.00	350.00	370.27	0.62	0.2550	0.1230	0.3133	0.00	0.00	0.00	-2.95	-6.51	-39.25	20.73	20.76	20.76	29.41	135550	998.58	6000.00	
408	-1000	0.44031	0.00	0.39	0.36	0.37	0.44	35.93	35.91	35.99	-0.2482	-0.0060	-0.0455	0.07	-0.01	-0.00	37.07	-0.08	369.79	125.00	350.00	370.19	0.64	0.1202	0.1588	0.4305	0.00	0.00	0.00	-70.68	-83.56	-26.22	20.72	20.77	20.76	29.25	135550	998.59	6000.00	
508	-1000	0.43447	0.00	0.37	0.36	0.37	0.39	35.93	35.93	35.99	-0.2137	-0.0050	-0.0479	0.03	0.03	0.01	37.04	-0.99	369.76	125.00	350.00	370.18	0.81	0.1290	0.1465	0.3560	0.00	0.00	0.00	-59.91	-85.95	-22.96	20.73	20.77	20.76	29.34	135550	998.70	6000.00	
608	-1000	0.43201	0.00	0.40	0.32	0.39	0.47	35.92	35.90	35.99	-0.3179	-0.0079	-0.0448	-0.01	-0.05	0.00	37.05	-0.15	369.42	125.00	350.00	370.18	0.55	0.2712	0.1148	0.5294	0.00	0.00	0.01	23.39	-65.97	-23.14	20.71	20.77	20.76	29.59	135550	998.37	6000.00	
708	-1000	0.40987	0.00	0.39	0.35	0.36	0.45	35.95	35.95	36.02	-0.1510	-0.0037	-0.0441	0.05	0.01	-0.00	37.07	-0.84	369.70	125.00	350.00	370.18	0.57	0.0410	-0.0129	0.3934	0.00	-0.00	0.00	81.14	-76.19	-0.97	20.74	20.78	20.78	29.55	135550	998.40	6000.00	
808	-1000	0.40898	0.00	0.42	0.35	0.40	0.49	35.93	35.91	36.01	-0.2101	-0.0055	-0.0443	0.03	-0.00	0.01	37.02	-0.91	369.74	125.00	350.00	370.30	0.53	0.1093	-0.0745	0.5219	0.00	-0.00	0.01	94.41	-100.60	-17.55	20.72	20.78	20.77	29.66	135550	998.60	6000.00	
908	-1000	0.45577	0.00	0.43	0.37	0.42	0.49	35.92	35.93	36.01	-0.2928	-0.0080	-0.0473	-0.03	-0.08	0.01	37.03	-0.66	369.63	125.00	350.00	370.26	0.34	0.2684	0.1132	0.4675	0.00	0.00	0.00	29.69	-85.13	-9.60	20.72	20.77	20.78	29.41	135551	998.57	6000.00	
1008	-1000	0.46154	0.00	0.41	0.34	0.40	0.48	35.93	35.91	36.00	-0.3292	-0.0084	-0.0481	0.09	-0.03	-0.00	37.02	-1.01	369.53	125.00	350.00	370.23	0.49	0.2951	0.0800	0.5656	0.00	0.00	0.01	27.16	-89.95	-20.50	20.72	20.78	20.76	29.25	135551	998.30	6000.00	
1108	-1000	0.44944	0.00	0.43	0.38	0.40	0.50	35.93	35.94	36.01	-0.2784	-0.0074	-0.0471	0.02	-0.01	0.01	37.03	-0.15	369.63	125.00	350.00	370.12	0.35	0.3072	0.1193	0.3915	0.00	0.00	0.00	39.44	-46.50	-35.12	20.73	20.77	20.78	29.34	135551	998.34	6000.00	
1208	-1000	0.44860	0.00	0.44	0.35	0.42	0.53	35.94	35.92	36.01	-0.3003	-0.0082	-0.0478	-0.02	-0.08	0.01	37.04	-0.84	369.68	125.00	350.00	370.11	0.49	0.1881	0.1064	0.5393	0.00	0.00	0.01	88.72	-75.63	-20.48	20.73	20.78	20.77	29.59	135551	998.56	6000.00	
1308	-1000	0.44735	0.00	0.40	0.35	0.37	0.46	35.94	35.94	36.01	-0.2282	-0.0056	-0.0455	0.09	-0.05	-0.01	37.04	-0.65	369.77	125.00	350.00	370.25	0.45	0.1390	0.0506	0.4396	0.00	0.00	0.00	0.85	-95.29	-30.56	20.73	20.78	20.78	29.75	135551	998.60	6000.00	
1408	-1000	0.44961	0.00	0.38	0.29	0.36	0.47	35.94	35.94	36.00	-0.2467	-0.0058	-0.0462	-0.00	-0.00	-0.01	37.03	-0.84	369.90	125.00	350.00	370.27	0.60	0.1934	0.1430	0.3568	0.00	0.00	0.00	-54.79	-60.14	-32.04	20.73	20.77	20.77	29.66	135551	998.70	6000.00	
1508	-1000	0.44336	0.00	0.40	0.35	0.38	0.47	35.93	35.92	36.00	-0.2677	-0.0068	-0.0466	-0.02	-0.01	0.02	37.02	-1.00	369.68	125.00	350.00	370.31	0.45	0.2075	0.0654	0.4764	0.00	0.00	0.00	30.02	-87.63	-29.42	20.72	20.77	20.77	29.41	135551	998.57	6000.00	
1608	-1000	0.41763	0.00	0.42	0.39	0.37	0.49	35.93	35.91	35.98	-0.3200	-0.0084	-0.0459	0.03	-0.02	0.00	37.03	-0.15	369.85	125.00	350.00	370.16	0.53	0.3201	0.2605	0.3670	0.00	0.00	0.00	-30.31	-50.12	-29.61	20.72	20.76	20.75	29.25	135551	998.30	6000.00	
1708	-1000	0.40204	0.00	0.45	0.42	0.38	0.52	35.90	35.88	35.96	-0.3179	-0.0089	-0.0450	0.04	-0.02	0.01	37.04	-0.84	369.64	125.00	350.00	370.18	0.46	0.3887	0.1479	0.4027	0.00	0.00	0.00	32.28	-53.90	-37.46	20.70	20.75	20.74	29.34	135551	998.34	6000.00	
1808	-1000	0.44078	0.00	0.39	0.32	0.39	0.45	35.93	35.93	35.99	-0.1409	-0.0034	-0.0443	-0.05	-0.03	0.02	37.02	-0.36	369.70	125.00	350.00	370.18	0.60	0.1343	-0.0287	0.2957	0.00	-0.00	0.00	-57.73	-99.61	-44.13	20.73	20.77	20.77	29.59	135551	998.36	6000.00	
1908	-1000	0.44318	0.00	0.41	0.33	0.39	0.49	35.92	35.91	36.00	-0.2840	-0.0074	-0.0468	0.07	-0.02	0.00	37.04	-0.64	370.08	125.00	350.00	370.20	0.46	0.2257	0.0707	0.5036	0.00	0.00	0.01	20.67	-83.92	-31.62	20.71	20.77	20.76	29.75	135552	998.60	6000.00	
2008	-1000	0.43386	0.00	0.39	0.36	0.38	0.42	35.91	35.93	36.00	-0.2190	-0.0053	-0.0470	0.01	0.03	0.00	37.01	-0.92	370.15	125.00	350.00	370.23	0.38	0.2095	-0.0131	0.4391	0.00	-0.00	0.00	-17.82	-108.26	-33.95	20.72	20.76	20.77	29.66	135552	998.70	6000.00	
2108	-1000	0.41441	0.00	0.39	0.33	0.38	0.46	35.94	35.93	35.99	-0.2513	-0.0062	-0.0449	0.01	-0.05	0.00	37.03	-0.10	369.93	125.00	350.00	370.30	0.37	0.1133	0.1847	0.4079	0.00	0.00	0.00	-50.39	-75.46	-22.01	20.73	20.77	20.77	29.41	135552	998.57	6000.00	
2208	-1000	0.42786	0.00	0.43	0.35	0.38	0.52	35.92	35.91	35.97	-0.1669	-0.0045	-0.0471	-0.04	-0.02	-0.00	37.03	-0.99	369.65	125.00	350.00	370.16	0.93	0.1448	0.0443	0.2561	0.00	0.00	0.00	72.75	63.95	-13.61	20.72	20.76	20.75	29.25	135552	998.21	6000.00	
2308	-1000	0.40302	0.00	0.41	0.35	0.37	0.49	35.92	35.91	35.99	-0.2039	-0.0052	-0.0448	-0.01	0.03	0.00	37.02	-0.35	369.52	125.00	350.00	370.11	0.53	0.1173	0.0026	0.4261	0.00	0.00	0.00	80.16	-85.30	-28.58	20.71	20.77	20.76	29.34	135552	998.29	6000.00	
2408	-1000	0.42753	0.00	0.41	0.35	0.41	0.45	35.94	35.94	36.02	-0.1219	-0.0034	-0.0476	-0.06	-0.05	0.01	37.03	-0.84	369.45	125.00	350.00	370.14	0.56	0.0432	-0.0805	0.3729	0.00	-0.00	0.00	22.55	-101.84	-39.80	20.73	20.78	20.78	29.59	135552	998.36	6000.00	
2508	-1000	0.40975	0.00	0.45	0.37	0.45	0.51	35.94	35.94	36.00	-0.2628	-0.0075	-0.0439	0.06	-0.05	0.00	37.03	-1.00	369.84	125.00	350.00	370.25	0.74	0.1498	0.1171	0.4730	0.00	0.00	0.01	-17.46	-76.18	-12.41	20.73	20.77	20.77	29.75	135552	998.30	6000.00	
2608	-1000	0.44620	0.00	0.41	0.37	0.38	0.46	35.93	35.93	36.00	-0.1677	-0.0043	-0.0486	0.04	0.07	-0.01	37.01	-0.05	369.88	125.00	350.00	370.31	0.55	0.0624	0.0419	0.3557	0.00	0.00	0.00	-103.19	-91.87	-16.74	20.73	20.77	20.77	29.66	135552	998.34	6000.00	
2708	-1000	0.42840	0.00	0.38	0.31	0.37	0.45	35.93	35.93	36.00	-0.2927	-0.0070	-0.0438	-0.01	-0.03	-0.00	37.01	-0.95	369.84	125.00	350.00	370.29	0.39	0.2846	0.1883	0.3979	0.00	0.00	0.00	-54.09	-56.72	-27.55	20.73	20.77	20.77	29.41	135552	998.56	6000.00	
2808	-1000	0.44560	0.00	0.39	0.36	0.41	0.40	35.94	35.92	35.99	-0.2898	-0.0070	-0.0470	0.03	-0.05	0.01	37.04	-0.65	369.36	125.00	350.00	370.13	0.34	0.1229	0.2141	0.4870	0.00	0.00	0.00	28.18	-58.02	-7.63	20.73	20.77	20.76	29.25	135552	998.01	6000.00	
2908	-1000	0.44620	0.00	0.41	0.33	0.41	0.49	35.93	35.95	35.99	-0.2795	-0.0073	-0.0486	0.04	-0.03	0.00	37.03	-0.84	369.72	125.00	350.00	370.19	0.54	0.3594	0.1910	0.3075	0.00	0.00	0.00	-18.87	-14.93	-41.02	20.73	20.76	20.77	29.34	135553	998.00	6000.00	
3008	-1000	0.42777	0.00	0.44	0.38	0.40	0.51	35.92	35.91	35.97	-0.2836	-0.0077	-0.0461	-0.03	-0.02	0.01	37.03	-1.00	370.05	125.00	350.00	370.18	0.74	0.2442	0.2350	0.3562	0.00	0.00	0.00	11.32	-0.60	-24.63	20.72	20.76	20.75	29.59	135553	998.00	6000.00	
3108	-1000	0.43977	0.00	0.46	0.39	0.42	0.55	35.91	35.92	35.99	-0.3780	-0.0112	-0.0475	0.03	-0.06	-0.00	37.05	-0.34	370.22	125.00	350.00	370.21	0.39	0.4399	0.2410	0.4463	0.00	0.00	0.01	-20.96	-54.44	-29.45	20.72	20.76	20.77	29.75	135553	998.00	6000.00	
3208	-1000	0.42464	0.00	0.42	0.38	0.39	0.47	35.93	35.92	35.99	-0.3241	-0.0086	-0.0462	0.02	-0.04	0.01	37.03	-0.99	370.12	125.00	350.00	370.20	0.48	0.3123	0.1876	0.4539	0.00	0.00	0.00	25.78	-73.21	-21.09	20.72	20.77	20.76	29.66	135553	998.00	6000.00	
3308	-1000	0.41058	0.00	0.43	0.40	0.37	0.49	35.92	35.90	35.97	-0.2500	-0.0067	-0.0450	-0.03	-0.03	0.00	37.02	-0.44	369.58	125.00	350.00	370.28	0.50	0.3049	0.0753	0.3406	0.00	0.00	0.00	28.81	5.24	-48.77	20.72	20.76	20.75	29.41	135553	998.00	6000.00	
3408	-1000	0.47499	0.00	0.43	0.40	0.40	0.49	35.94	35.94	36.02	-0.2283	-0.0064	-0.0494	0.02	-0.05	0.00	37.04	-0.68	369.55	125.00	350.00	370.18	0.23	0.1096	0.0442	0.4742	0.00	0.00	0.01	84.77	-95.74	-21.77	20.73	20.78	20.78	29.25	135553	998.00	6000.00	
3508	-1000	0.41176	0.00	0.42	0.38	0.39	0.47	35.94	35.93	36.01	-0.1709	-0.0047	-0.0467	0.01	0.02	0.00	37.02	-1.01	369.88	125.00	350.00	370.16	0.58	0.0415	-0.0818	0.4889	0.00	-0.00	0.00	98.63	-100.75	-18.42	20.73	20.78	20.77	29.34	135553	998.00	6000.00	
3608	-1000	0.42951	0.00	0.43	0.39	0.39	0.51	35.92	35.92	36.02	-0.3138	-0.0087	-0.0455	0.01	-0.03	0.01	37.02	-0.14	369.88	125.00	350.00	370.17	0.62	0.2465	0.0170	0.6022	0.00	0.00	0.01	75.74	-98.08	-17.80	20.71	20.78	20.78	29.59	135553	998.00	6000.00	
3708	-1000	0.42295	0.00	0.41	0.37	0.37	0.46	35.92	35.92	36.01	-0.2649	-0.0069	-0.0458	0.03	-0.01	0.00	37.02	-0.99	369.93	125.00	350.00	370.17	0.68	0.1799	0.0957	0.4734	0.00	0.00	0.00	20.49	-92.42	-16.17	20.71	20.77	20.77	29.75	135553	998.59	6000.00	
3808	-1000	0.41802	0.00	0.40	0.33	0.42	0.45	35.95	35.93	36.02	-0.1416	-0.0036	-0.0461	-0.02	0.04	0.02	37.02	-0.15	369.54	125.00	350.00	370.29	0.62	-0.0291	-0.0198	0.4264	-0.00	-0.00	0.00	48.29	-100.64	-12.12	20.73	20.79	20.78	29.66	135553	998.04	6000.00	
3908	-1000	0.45816	0.00	0.45	0.43	0.37	0.54	35.90	35.90	35.99	-0.2968	-0.0086	-0.0474	0.00	-0.01	0.01	37.02	-0.84	369.33	125.00	350.00	370.19	0.46	0.4121	0.0017	0.4071	0.00	-0.00	0.00	43.43	-111.78	-38.06	20.71	20.76	20.76	29.41	135554	998.10	6000.00	
4008	-1000	0.44440	0.00	0.36	0.26	0.36	0.44	35.94	35.94	36.01	-0.3205	-0.0071	-0.0467	0.05	-0.08	-0.00	37.05	-0.74	369.44	125.00	350.00	370.19	0.33	0.2261	0.2373	0.4634	0.00	0.00	0.00	-36.42	-64.99	-18.59	20.73	20.78	20.78	29.25	135554	998.00	6000.00	
4108	-1000	0.42332	0.00	0.39	0.34	0.39	0.43	35.95	35.91	35.97	-0.2330	-0.0057	-0.0447	0.04	0.07	-0.00	37.01	-0.39	369.86	125.00	350.00	370.10	0.52	0.0492	0.2648	0.3592	0.00	0.00	0.00	-79.50	-63.55	-13.77	20.73	20.77	20.75	29.34	135554	998.00	6000.00	
4208	-1000	0.42229	0.00	0.40	0.33	0.38	0.47	35.93	35.94	35.98	-0.2855	-0.0071	-0.0460	0.00	-0.01	0.02	37.03	-1.00	369.66	125.00	350.00	370.19	0.39	0.3156	0.2382	0.3071	0.00	0.00	0.00	50.33	-52.80	-26.09	20.73	20.76	20.76	29.59	135554	998.00	6000.00	
4308	-1000	0.43233	0.00	0.44	0.37	0.44	0.49	35.93	35.91	35.98	-0.2690	-0.0073	-0.0465	0.02	-0.01	0.00	37.03	-0.15	369.41	125.00	350.00	370.22	0.42	0.2276	0.1315	0.4218	0.00	0.00	0.00	15.83	-76.29	-30.54	20.72	20.77	20.76	29.75	135554	998.00	6000.00	
4408	-1000	0.42996	0.00	0.46	0.37	0.43	0.56	35.92	35.89	35.97	-0.3499	-0.0100	-0.0471	0.01	0.08	0.01	37.02	-0.95	369.92	125.00	350.00	370.32	0.36	0.3800	0.1046	0.5266	0.00	0.00	0.01	37.86	-66.75	-30.59	20.71	20.76	20.75	29.66	135554	998.00	6000.00	
4508	-1000	0.44365	0.00	0.39	0.31	0.39	0.46	35.94	35.95	36.02	-0.2732	-0.0067	-0.0447	-0.02	-0.01	0.02	37.02	-1.00	369.50	125.00	350.00	370.23	0.72	0.0859	0.1875	0.4831	0.00	0.00	0.00	6.31	-73.42	-2.84	20.74	20.78	20.78	29.41	135554	998.00	6000.00	
4608	-1000	0.46532	0.00	0.41	0.31	0.42	0.48	35.94	35.94	36.01	-0.1444	-0.0037	-0.0502	-0.01	-0.01	0.01	37.04	-0.40	369.66	125.00	350.00	370.18	0.56	-0.1196	0.0763	0.3756	-0.00	0.00	0.00	16.70	-84.67	-15.04	20.73	20.78	20.77	29.25	135554	998.00	6000.00	
4708	-1000	0.47088	0.00	0.45	0.40	0.42	0.53	35.93	35.94	36.01	-0.3416	-0.0098	-0.0469	0.00	0.06	0.02	37.02	-1.00	369.78	125.00	350.00	370.16	0.37	0.2916	0.1678	0.5230	0.00	0.00	0.01	41.19	-75.05	-22.07	20.73	20.78	20.78	29.34	135554	998.00	6000.00	
4808	-1000	0.42193	0.00	0.47	0.37	0.47	0.54	35.93	35.94	36.01	-0.1666	-0.0051	-0.0440	-0.01	-0.00	0.00	37.02	-0.41	369.68	125.00	350.00	370.20	0.73	0.2081	-0.0676	0.3457	0.00	-0.00	0.00	-13.76	-100.62	-34.32	20.73	20.77	20.78	29.59	135554	998.35	6000.00	
4908	-1000	0.42883	0.00	0.44	0.38	0.39	0.52	35.94	35.94	36.01	-0.1899	-0.0052	-0.0467	0.06	-0.08	0.01	37.04	-0.86	369.52	125.00	350.00	370.25	0.53	0.1428	-0.0052	0.3762	0.00	-0.00	0.00	42.26	-15.66	-7.14	20.73	20.78	20.78	29.75	135555	998.55	6000.00	
5008	-1000	0.39943	0.00	0.42	0.38	0.39	0.47	35.93	35.94	36.01	-0.2465	-0.0065	-0.0460	0.02	0.05	0.01	37.01	-0.91	369.32	125.00	350.00	370.28	0.12	0.2111	0.0828	0.4133	0.00	0.00	0.00	4.39	-83.03	-20.53	20.72	20.77	20.78	29.66	135555	998.55	6000.00	
5108	-1000	0.45078	0.00	0.39	0.34	0.36	0.45	35.93	35.95	36.01	-0.1235	-0.0030	-0.0439	-0.05	-0.02	0.00	37.04	-0.36	369.75	125.00	350.00	370.23	0.71	0.1670	0.0004	0.2083	0.00	-0.00	0.00	-75.23	-73.88	-45.79	20.73	20.77	20.78	29.41	135555	998.67	6000.00	
5208	-1000	0.43275	0.00	0.39	0.33	0.38	0.46	35.94	35.94	35.99	-0.2547	-0.0063	-0.0479	0.07	-0.02	0.01	37.02	-1.00	369.89	125.00	350.00	370.15	0.59	0.1895	0.1306	0.4207	0.00	0.00	0.00	21.46	-60.05	-21.81	20.73	20.77	20.77	29.25	135555	998.34	6000.00	
5308	-1000	0.41528	0.00	0.38	0.36	0.34	0.43	35.91	35.92	35.98	-0.2074	-0.0048	-0.0450	0.04	0.01	0.01	37.03	-0.05	369.84	125.00	350.00	370.12	0.63	0.1819	0.1054	0.3110	0.00	0.00	0.00	17.80	-24.39	-35.65	20.72	20.76	20.76	29.34	135555	998.04	6000.00	
5408	-1000	0.45139	0.00	0.41	0.41	0.32	0.47	35.90	35.91	35.98	-0.2220	-0.0058	-0.0465	0.01	-0.07	0.01	37.02	-0.95	369.95	125.00	350.00	370.26	0.67	0.2922	0.0490	0.2919	0.00	0.00	0.00	-13.34	-118.69	-50.63	20.71	20.75	20.76	29.59	135555	998.00	6000.00	
5508	-1000	0.42494	72.80	0.41	0.36	0.37	0.50	35.92	35.94	35.99	-0.2896	-0.0076	-0.0457	0.03	-0.04	-0.00	37.06	-0.65	369.74	125.00	350.00	370.28	0.66	0.3161	0.2092	0.3333	0.00	0.00	0.00	14.31	-43.54	-24.36	20.73	20.76	20.77	29.75	135555	998.00	6000.00	
5608	-1001	-0.30960	100.43	0.47	0.44	0.42	0.55	35.95	35.92	35.99	0.1557	0.0054	0.0494	-1.04	0.51	-0.60	37.44	0.01	370.14	125.00	350.00	370.30	0.51	-0.3051	-0.0598	-0.1005	-0.00	-0.00	-0.00	121.28	37.94	82.77	20.73	20.77	20.76	29.66	135555	998.56	6000.00	
5708	-1003	-3.11780	100.02	5.31	5.38	5.16	5.37	35.54	35.54	35.58	0.5628	0.1818	0.3704	-8.57	4.14	-2.50	39.13	2.15	369.79	125.00	350.00	370.20	0.81	-0.5805	-0.5562	-0.5495	-0.06	-0.06	-0.06	128.37	124.54	126.76	20.51	20.53	20.53	29.41	135555	998.96	6000.00	
5808	-1004	-8.38584	100.00	15.38	15.31	15.20	15.62	34.89	35.08	34.96	0.6404	0.6077	0.9352	-19.85	13.19	-3.62	40.70	4.05	369.55	125.00	350.00	370.22	2.40	-0.6488	-0.6323	-0.6368	-0.20	-0.20	-0.21	132.20	129.13	130.09	20.20	20.13	20.24	29.25	135555	999.85	6000.00	
5908	-1004	-13.86085	100.00	24.33	24.54	23.89	24.54	34.76	34.90	34.88	0.7722	1.1399	1.4962	-28.44	25.27	-4.51	41.69	5.09	369.74	125.00	350.00	370.14	4.27	-0.7799	-0.7728	-0.7614	-0.39	-0.37	-0.38	142.35	139.89	139.86	20.09	20.08	20.17	29.34	135556	1000.96	6000.00	
6008	-1003	-18.83632	100.00	33.88	33.81	33.48	34.34	34.85	34.87	34.80	0.8523	1.7454	2.0107	-34.12	36.60	-5.48	42.41	6.64	369.48	125.00	350.00	370.15	5.81	-0.8596	-0.8478	-0.8502	-0.59	-0.57	-0.59	150.24	147.32	148.75	20.13	20.09	20.10	29.59	135556	1001.29	6000.00	
6108	-1003	-23.56335	100.00	41.86	42.01	41.52	42.04	34.91	34.90	34.92	0.8890	2.2511	2.5262	-39.60	46.53	-6.28	42.99	7.36	369.88	125.00	350.00	370.31	7.27	-0.8925	-0.8892	-0.8857	-0.76	-0.74	-0.75	153.98	152.29	152.85	20.13	20.15	20.15	29.75	135556	1001.04	6000.00	
6208	-1002	-27.00431	100.00	49.28	49.21	49.05	49.56	35.09	35.16	35.12	0.9183	2.7530	2.8611	-44.88	55.29	-6.95	43.29	8.36	370.02	125.00	350.00	370.26	8.78	-0.9205	-0.9169	-0.9179	-0.92	-0.91	-0.92	157.75	156.02	157.11	20.26	20.24	20.28	29.66	135556	1001.00	6000.00	
6308	-1002	-30.80013	100.00	54.79	54.62	54.48	55.26	35.20	35.29	35.21	0.9296	3.1094	3.2694	-48.63	62.65	-7.63	43.65	9.10	369.84	125.00	350.00	370.18	9.61	-0.9322	-0.9271	-0.9296	-1.04	-1.03	-1.05	159.57	157.58	158.70	20.34	20.30	20.35	29.41	135556	1000.15	6000.00	
6408	-1002	-34.14156	100.00	61.09	61.01	60.69	61.56	35.45	35.51	35.42	0.9437	3.5416	3.6025	-52.43	70.09	-8.20	43.72	9.99	369.70	125.00	350.00	370.08	11.52	-0.9464	-0.9421	-0.9433	-1.18	-1.17	-1.19	161.91	160.02	160.92	20.47	20.43	20.46	29.25	135556	1000.00	6000.00	
6508	-1001	-36.32182	100.00	65.67	65.38	66.02	65.62	35.45	35.57	35.58	0.9510	3.8441	3.8250	-56.38	75.68	-8.64	43.81	10.65	369.43	125.00	350.00	370.23	11.75	-0.9498	-0.9514	-0.9529	-1.27	-1.29	-1.29	162.46	161.78	163.04	20.46	20.48	20.55	29.34	135556	1000.00	6000.00	
6608	-1001	-38.14672	100.00	68.96	68.91	68.98	68.97	35.47	35.55	35.55	0.9528	4.0426	4.0211	-58.82	78.77	-9.11	44.18	11.00	369.70	125.00	350.00	370.26	12.64	-0.9527	-0.9532	-0.9529	-1.34	-1.35	-1.35	163.25	162.04	162.87	20.47	20.48	20.52	29.59	135556	999.91	6000.00	
6708	-1001	-40.65132	158.98	72.73	72.75	72.68	72.76	35.70	35.75	35.74	0.9596	4.3198	4.2878	-60.80	83.83	-9.60	44.30	11.09	369.42	125.00	350.00	370.27	13.45	-0.9599	-0.9601	-0.9596	-1.44	-1.44	-1.44	164.49	163.51	164.38	20.59	20.60	20.63	29.75	135556	999.10	6000.00	
6808	-1003	-46.18872	200.37	77.44	77.19	77.14	78.00	35.91	36.04	35.95	0.9648	4.6553	4.9369	-66.03	91.26	-10.36	44.36	11.99	369.56	125.00	350.00	370.20	13.75	-0.9663	-0.9636	-0.9653	-1.55	-1.54	-1.57	165.80	164.33	165.23	20.75	20.70	20.78	29.66	135556	999.43	6000.00	
6908	-1004	-53.99567	200.03	89.41	89.45	89.67	89.09	36.21	36.31	36.43	0.9737	5.4762	5.7431	-77.11	105.30	-12.18	44.52	13.69	369.32	125.00	350.00	370.20	16.88	-0.9727	-0.9748	-0.9735	-1.82	-1.83	-1.82	167.60	166.86	167.77	20.87	20.94	21.00	29.41	135557	1000.34	6000.00	
7008	-1003	-60.79362	200.00	101.49	101.43	101.65	101.38	36.45	36.53	36.59	0.9796	6.2897	6.4445	-87.67	118.10	-13.68	44.77	15.65	369.66	125.00	350.00	370.13	19.20	-0.9793	-0.9803	-0.9797	-2.09	-2.10	-2.10	169.44	168.49	169.28	21.02	21.06	21.10	29.25	135557	1001.36	6000.00	
7108	-1003	-67.91837	200.00	112.22	112.30	112.58	111.78	36.81	36.91	37.05	0.9859	7.0774	7.2017	-96.37	130.84	-15.02	44.98	17.31	369.86	125.00	350.00	370.15	21.48	-0.9850	-0.9869	-0.9859	-2.35	-2.37	-2.36	171.29	170.76	171.27	21.21	21.30	21.36	29.34	135557	1002.01	6000.00	
7208	-1003	-74.22147	200.00	122.34	122.15	122.51	122.36	37.31	37.45	37.46	0.9909	7.8550	7.8512	-104.43	142.76	-16.20	45.03	18.65	369.80	125.00	350.00	370.26	23.71	-0.9906	-0.9912	-0.9912	-2.61	-2.62	-2.63	173.36	172.64	173.34	21.53	21.55	21.62	29.59	135557	1002.00	6000.00	
7308	-1003	-79.61751	200.00	131.28	131.19	131.10	131.56	37.67	37.77	37.76	0.9937	8.5266	8.4031	-110.84	152.66	-17.30	45.12	19.85	369.77	125.00	350.00	370.25	25.84	-0.9938	-0.9937	-0.9937	-2.84	-2.83	-2.85	175.03	174.06	174.58	21.74	21.73	21.79	29.75	135557	1002.00	6000.00	
7408	-1002	-84.36990	200.00	139.49	139.45	139.05	139.94	38.09	38.19	38.14	0.9956	9.1762	8.8982	-117.09	161.95	-18.17	45.15	20.85	369.73	125.00	350.00	370.30	28.13	-0.9960	-0.9955	-0.9956	-3.06	-3.04	-3.07	176.57	175.38	176.16	21.98	21.96	22.02	29.66	135557	1002.00	6000.00	
7508	-1002	-88.56580	200.00	146.06	146.13	146.09	145.94	38.38	38.44	38.51	0.9967	9.6944	9.3363	-122.75	169.12	-18.94	45.39	21.65	369.75	125.00	350.00	370.17	29.38	-0.9968	-0.9970	-0.9967	-3.23	-3.23	-3.23	177.69	176.85	177.41	22.12	22.17	22.20	29.41	135557	1001.15	6000.00	
7608	-1002	-92.66730	200.00	151.91	152.01	152.56	151.14	38.66	38.70	38.93	0.9975	10.1750	9.7622	-126.79	176.08	-19.76	45.54	22.35	369.93	125.00	350.00	370.12	30.88	-0.9975	-0.9978	-0.9976	-3.38	-3.41	-3.38	178.46	178.21	178.40	22.25	22.39	22.41	29.25	135557	1001.00	6000.00	
7708	-1002	-96.50850	200.00	157.42	156.98	158.24	157.05	38.97	39.14	39.27	0.9980	10.6475	10.1616	-131.04	182.88	-20.38	45.61	23.00	369.94	125.00	350.00	370.18	32.34	-0.9980	-0.9981	-0.9982	-3.53	-3.57	-3.56	179.52	179.29	35.63	22.47	22.55	22.65	29.34	135557	1001.00	6000.00	
